"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"30.789.198,56";"1.725.772,13";"583.776,78";"2.997.228,95";
"02/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.161.227,63";"2.251.460,75";"2.301.017,22";"892.941,55";
"03/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 142.665,95";"3.461.222,58";"3.460.793,89";"131.983,88";
"04/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 192.649,23";"2.894.715,38";"2.878.877,36";"362.639,35";
"08/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"541.431,93";"1.461.400,82";"3.462.911,03";"0,00";
"05/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"7.899.737,44";"3.389.427,71";"3.156.875,08";"123.501,21";
"06/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.148.331,85";"3.762.795,22";"3.393.223,18";"1.117,72";
"07/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"4.923.292,89";"5.137.879,27";"5.472.877,31";"59.201,13";
"01/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"474.379.776,00";"51.069.704,19";"13.900.327,90";"54.858.169,43";
"02/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"8.841.311,58";"57.672.470,81";"52.378.170,47";"2.661.536,03";
"07/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"10.843.845,60";"60.828.278,01";"78.787.775,77";"1.282.166,27";
"04/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"10.212.446,85";"54.303.510,01";"53.368.574,37";"1.982.316,42";
"06/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"94.726.043,81";"77.644.843,81";"58.877.069,73";"1.911.321,80";
"03/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"- 2.043.865,78";"53.822.259,90";"58.385.409,77";"4.201.019,56";
"08/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"3.258.324,57";"3.467.738,04";"91.640.660,25";"503.704,36";
"05/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"50.994.825,38";"58.830.640,58";"49.323.739,32";"1.233.641,72";
"06/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.536.012.570,96";"3.194.173.500,57";"2.502.838.026,04";"332.263.609,04";
"02/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.523.450.785,25";"1.787.965.673,99";"1.782.367.537,87";"217.645.191,63";
"08/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"324.294.290,81";"321.648.001,45";"3.152.012.229,46";"84.593.478,64";
"03/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.726.128.043,57";"1.928.757.725,60";"1.898.437.411,89";"267.594.503,44";
"01/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.885.665.614,45";"1.743.084.475,02";"34.313.876,17";"1.486.391.246,60";
"05/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.857.682.882,05";"2.092.034.351,02";"2.069.190.910,29";"318.974.315,93";
"07/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.520.197.795,70";"2.265.624.667,39";"2.960.270.070,20";"66.423.222,03";
"04/2023";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"4.045.497.088,38";"2.069.764.900,86";"2.076.340.689,71";"193.912.592,65";
"01/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"26.107.138.307,31";"2.089.411.615,80";"523.048.114,79";"1.783.606.614,42";
"08/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"53.407.878,43";"224.097.421,87";"3.251.329.579,92";"36.638.415,68";
"06/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"1.211.363.148,94";"3.471.278.773,68";"2.646.323.535,60";"105.832.737,54";
"07/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"214.026.799,46";"2.451.864.666,82";"3.232.938.903,13";"35.244.544,57";
"05/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"496.658.990,68";"2.319.856.976,76";"2.316.399.741,76";"123.505.186,74";
"02/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"338.171.154,46";"2.089.182.528,34";"2.062.023.836,78";"221.408.415,04";
"04/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"1.513.662.234,46";"2.163.627.408,99";"2.121.438.573,23";"98.152.625,88";
"03/2023";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"316.578.814,63";"2.153.637.339,12";"2.211.473.731,24";"184.298.960,74";
"03/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"429.152.515,54";"3.975.071.264,38";"3.761.080.958,94";"273.343.705,16";
"08/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"332.644.424,46";"264.930.604,95";"5.773.273.227,61";"103.582.398,88";
"05/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"719.579.381,42";"3.884.159.314,75";"3.837.314.609,79";"237.199.429,45";
"01/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"48.142.415.878,35";"3.744.199.456,58";"927.960.911,43";"3.016.262.062,71";
"07/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"431.812.299,79";"3.993.101.153,18";"5.582.251.670,47";"293.783.130,27";
"02/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"266.997.644,05";"3.686.600.151,84";"3.742.923.959,44";"250.824.205,12";
"04/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"446.125.175,10";"3.788.483.189,17";"3.994.897.676,45";"262.598.245,10";
"06/2023";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"616.162.563,00";"5.510.297.429,86";"3.902.701.206,67";"227.274.414,13";
"06/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"1.087.288,44";"18.919.346,36";"16.681.286,39";"134.640,94";
"08/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"1.817.462,64";"610.120,21";"20.316.771,39";"132.491,44";
"01/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"186.934.805,29";"15.328.863,82";"4.503.115,56";"14.532.575,66";
"02/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"7.216.918,78";"16.751.227,09";"13.929.514,25";"2.974.339,88";
"04/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"9.624.709,27";"16.216.145,49";"18.132.487,01";"614.302,26";
"05/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"7.568.882,57";"16.655.606,62";"15.004.307,95";"126.667,66";
"03/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"- 4.530.246,10";"16.271.052,16";"14.809.124,38";"2.669.093,12";
"07/2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"884.016,26";"16.335.170,87";"16.807.324,02";"645.403,09";
"02/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"32.036.249,01";"62.907.199,57";"62.150.734,01";"17.278.436,28";
"04/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"11.509.108,63";"70.688.761,71";"69.167.818,33";"19.386.440,63";
"05/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"154.056.425,49";"83.137.295,18";"66.094.855,30";"11.285.026,56";
"08/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"7.523.741,19";"15.134.889,52";"86.822.924,43";"872.907,33";
"03/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"8.480.576,42";"70.115.184,07";"69.081.925,38";"13.893.859,65";
"06/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"182.472.141,28";"101.101.391,48";"84.344.178,72";"7.871.831,46";
"07/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"12.278.331,24";"88.588.195,93";"103.998.506,61";"3.236.764,70";
"01/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20301 - Comissão Nacional de Energia Nuclear";"658.757.301,83";"59.596.094,27";"23.443.900,83";"60.682.309,31";
"07/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"174.587.527,73";"95.670.251,76";"104.159.563,31";"5.021.522,74";
"08/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"61.001.633,43";"29.883.643,19";"70.676.688,50";"2.781.320,07";
"01/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"90.591.476,43";"66.463.070,78";"36.470.540,04";"49.671.903,12";
"05/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"135.297.367,19";"91.445.574,48";"90.044.924,89";"6.141.865,64";
"02/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"97.684.395,13";"77.533.328,67";"81.039.240,51";"14.266.553,39";
"04/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"- 26.998.875,75";"82.407.646,87";"84.355.401,77";"6.784.962,17";
"06/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"84.299.992,53";"93.952.503,43";"87.129.316,88";"5.416.143,31";
"03/2023";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"237.894.973,29";"99.425.053,30";"94.477.153,33";"14.066.790,17";
"02/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"43.294.863,55";"43.774.080,94";"73.699.445,75";"75.818.411,96";
"01/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"579.274.048,24";"71.032.217,61";"7.841.312,56";"140.469.561,55";
"04/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"113.668.929,58";"50.177.788,24";"55.044.926,07";"401.582.497,99";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"188.835.596,50";"87.582.170,00";"86.996.122,92";"329.602.302,83";
"07/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"38.000.363,76";"60.293.445,98";"69.079.107,04";"128.169.643,49";
"05/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"91.113.334,25";"66.424.409,86";"56.836.620,66";"375.583.973,31";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"105.985.298,27";"12.837.334,23";"69.248.013,69";"173.258.612,79";
"03/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"25.496.384,29";"46.221.596,21";"44.789.785,33";"97.494.841,90";
"08/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"8.073.644,54";"12.613.647,77";"59.697.746,44";"738.216,69";
"01/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"48.985.847,15";"31.965.059,56";"4.870.161,80";"18.513.357,95";
"06/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"56.698.091,34";"46.713.594,64";"48.031.954,64";"1.680.920,35";
"05/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"53.624.522,37";"47.366.823,75";"43.728.464,75";"992.205,41";
"07/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"114.369.337,99";"33.066.861,68";"45.944.377,04";"4.034.713,52";
"04/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"70.309.266,55";"38.219.147,22";"43.816.078,05";"5.281.659,59";
"02/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"63.870.370,57";"44.822.406,45";"30.479.138,18";"8.227.920,68";
"03/2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"49.563.287,11";"51.417.738,86";"54.628.953,44";"3.850.266,67";
"05/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"59.264.715,83";"199.978.576,54";"189.339.253,31";"14.586.539,01";
"08/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"31.338.469,77";"41.076.807,95";"106.639.053,33";"3.070.385,75";
"03/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"47.191.061,13";"87.262.309,90";"113.555.109,74";"19.280.520,90";
"04/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"543.553.868,11";"88.501.222,10";"89.072.818,47";"13.702.736,95";
"02/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"51.520.223,80";"93.624.451,69";"91.598.237,33";"26.026.533,65";
"06/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"131.620.959,66";"181.706.877,18";"102.884.350,68";"2.682.405,45";
"01/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"326.827.726,02";"97.457.618,99";"30.907.790,55";"100.975.757,97";
"07/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"399.125.478,55";"81.409.624,39";"206.395.595,11";"3.059.901,53";
"02/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"2.140.952,84";"3.014.496,85";"2.916.115,06";"973.729,04";
"05/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"5.905.099,77";"5.645.867,43";"5.046.187,56";"95.270,22";
"04/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"34.582.259,67";"3.067.256,93";"3.260.170,29";"708.814,58";
"01/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"8.252.546,15";"1.277.883,34";"362.421,87";"2.539.243,54";
"07/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"407.892,11";"4.756.612,60";"5.008.714,35";"2.072,93";
"03/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"2.399.684,20";"3.635.979,81";"3.334.248,71";"879.879,52";
"08/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"824.852,27";"1.014.894,26";"3.172.649,25";"174.946,88";
"06/2023";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"- 870.514,13";"4.946.143,74";"5.095.792,01";"693.089,37";
"01/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"218.760.870,06";"17.807.154,69";"5.585.900,25";"22.327.688,84";
"06/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"162.467.446,10";"130.384.447,29";"116.705.297,38";"92.195.752,96";
"04/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"106.929.201,46";"160.817.137,07";"105.522.346,70";"34.860.353,96";
"07/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"1.125.668.915,41";"224.081.910,27";"194.091.379,91";"66.571.604,38";
"05/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"112.040.801,09";"120.240.615,58";"113.455.969,98";"62.414.493,35";
"03/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"214.772.553,56";"135.471.927,92";"111.018.926,25";"67.711.607,25";
"02/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"64.557.690,43";"52.689.423,28";"49.684.693,72";"72.674.513,35";
"08/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"36.308.065,99";"9.364.782,08";"219.584.165,89";"66.840.103,65";
